Follower Timeouts, Cumulative Percent, Time to elect Leader
150-151,0.614500,1499.074936
150-151,0.615500,1500.520945
150-151,0.616500,1503.953934
150-151,0.617500,1504.225016
150-151,0.618500,1505.758047
150-151,0.619500,1507.570028
150-151,0.620500,1507.929087
150-151,0.621500,1508.447170
150-151,0.622500,1510.013103
150-151,0.623500,1510.518074
150-151,0.624500,1511.466026
150-151,0.625500,1511.721849
150-151,0.626500,1511.989117
150-151,0.627500,1512.702942
150-151,0.628500,1515.552998
150-151,0.629500,1516.708851
150-151,0.630500,1517.822027
150-151,0.631500,1517.841101
150-151,0.632500,1522.430182
150-151,0.633500,1592.688084
150-151,0.634500,1598.646879
150-151,0.635500,1601.027966
150-151,0.636500,1602.123976
150-151,0.637500,1607.651949
150-151,0.638500,1608.332157
150-151,0.639500,1609.350920
150-151,0.640500,1609.850168
150-151,0.641500,1616.333961
150-151,0.642500,1617.471933
150-151,0.643500,1619.874954
150-151,0.644500,1621.428967
150-151,0.645500,1622.121096
150-151,0.646500,1626.295090
150-151,0.647500,1627.014160
150-151,0.648500,1628.180027
150-151,0.649500,1628.934145
150-151,0.650500,1629.039049
150-151,0.651500,1629.952908
150-151,0.652500,1632.061958
150-151,0.653500,1632.184982
150-151,0.654500,1632.694960
150-151,0.655500,1633.471012
150-151,0.656500,1634.196043
150-151,0.657500,1637.952805
150-151,0.658500,1643.511057
150-151,0.659500,1643.936872
150-151,0.660500,1644.900084
150-151,0.661500,1645.853043
150-151,0.662500,1647.299051
150-151,0.663500,1649.483919
150-151,0.664500,1652.813911
150-151,0.665500,1652.944088
150-151,0.666500,1654.524088
150-151,0.667500,1656.913996
150-151,0.668500,1660.887003
150-151,0.669500,1661.131144
150-151,0.670500,1661.670923
150-151,0.671500,1663.223982
150-151,0.672500,1663.311958
150-151,0.673500,1664.525032
150-151,0.674500,1668.192863
150-151,0.675500,1670.330048
150-151,0.676500,1744.250059
150-151,0.677500,1746.689081
150-151,0.678500,1748.763084
150-151,0.679500,1749.061108
150-151,0.680500,1754.155874
150-151,0.681500,1755.149126
150-151,0.682500,1755.428076
150-151,0.683500,1756.330013
150-151,0.684500,1757.061958
150-151,0.685500,1760.967016
150-151,0.686500,1760.998011
150-151,0.687500,1761.646032
150-151,0.688500,1762.379169
150-151,0.689500,1768.760920
150-151,0.690500,1768.944979
150-151,0.691500,1769.146204
150-151,0.692500,1770.003080
150-151,0.693500,1770.091057
150-151,0.694500,1770.900011
150-151,0.695500,1771.623135
150-151,0.696500,1776.350021
150-151,0.697500,1776.891947
150-151,0.698500,1777.234077
150-151,0.699500,1778.671026
150-151,0.700500,1779.130220
150-151,0.701500,1781.687021
150-151,0.702500,1782.795906
150-151,0.703500,1792.584181
150-151,0.704500,1794.022083
150-151,0.705500,1795.035839
150-151,0.706500,1799.630880
150-151,0.707500,1799.728870
150-151,0.708500,1801.436186
150-151,0.709500,1802.427053
150-151,0.710500,1802.960157
150-151,0.711500,1803.078890
150-151,0.712500,1803.591013
150-151,0.713500,1804.358006
150-151,0.714500,1805.088997
150-151,0.715500,1807.392836
150-151,0.716500,1808.266878
150-151,0.717500,1815.041065
150-151,0.718500,1817.457914
150-151,0.719500,1817.543983
150-151,0.720500,1818.937063
150-151,0.721500,1821.706057
150-151,0.722500,1891.986847
150-151,0.723500,1893.885136
150-151,0.724500,1900.577784
150-151,0.725500,1903.992891
150-151,0.726500,1904.601097
150-151,0.727500,1905.850172
150-151,0.728500,1905.968189
150-151,0.729500,1906.139851
150-151,0.730500,1906.463146
150-151,0.731500,1906.671047
150-151,0.732500,1914.033890
150-151,0.733500,1916.032076
150-151,0.734500,1916.237831
150-151,0.735500,1917.157173
150-151,0.736500,1917.503119
150-151,0.737500,1921.410084
150-151,0.738500,1921.648979
150-151,0.739500,1922.380924
150-151,0.740500,1925.081968
150-151,0.741500,1925.578117
150-151,0.742500,1926.872969
150-151,0.743500,1929.004192
150-151,0.744500,1929.013968
150-151,0.745500,1935.108900
150-151,0.746500,1937.237024
150-151,0.747500,1937.547207
150-151,0.748500,1938.664913
150-151,0.749500,1938.677073
150-151,0.750500,1943.522930
150-151,0.751500,1945.507050
150-151,0.752500,1946.568966
150-151,0.753500,1948.287010
150-151,0.754500,1949.826002
150-151,0.755500,1959.007978
150-151,0.756500,1970.811129
150-151,0.757500,1971.369982
150-151,0.758500,2048.293114
150-151,0.759500,2049.600124
150-151,0.760500,2050.835848
150-151,0.761500,2053.214073
150-151,0.762500,2056.766033
150-151,0.763500,2057.585001
150-151,0.764500,2059.165001
150-151,0.765500,2065.375805
150-151,0.766500,2066.681862
150-151,0.767500,2070.955992
150-151,0.768500,2075.992823
150-151,0.769500,2077.960968
150-151,0.770500,2078.327894
150-151,0.771500,2081.001997
150-151,0.772500,2086.599827
150-151,0.773500,2087.367058
150-151,0.774500,2089.031935
150-151,0.775500,2090.023994
150-151,0.776500,2091.120005
150-151,0.777500,2091.136932
150-151,0.778500,2093.627930
150-151,0.779500,2097.605944
150-151,0.780500,2102.370024
150-151,0.781500,2102.904797
150-151,0.782500,2104.043961
150-151,0.783500,2104.493856
150-151,0.784500,2104.789972
150-151,0.785500,2104.830980
150-151,0.786500,2108.036995
150-151,0.787500,2108.071089
150-151,0.788500,2115.813971
150-151,0.789500,2123.717070
150-151,0.790500,2192.716122
150-151,0.791500,2198.323011
150-151,0.792500,2201.786995
150-151,0.793500,2204.133987
150-151,0.794500,2215.030909
150-151,0.795500,2215.424061
150-151,0.796500,2226.562023
150-151,0.797500,2228.458881
150-151,0.798500,2228.503942
150-151,0.799500,2231.335878
150-151,0.800500,2237.916946
150-151,0.801500,2238.098145
150-151,0.802500,2240.072012
150-151,0.803500,2242.031097
150-151,0.804500,2246.624947
150-151,0.805500,2248.966932
150-151,0.806500,2250.839233
150-151,0.807500,2252.388000
150-151,0.808500,2252.624035
150-151,0.809500,2253.878832
150-151,0.810500,2262.304783
150-151,0.811500,2270.040989
150-151,0.812500,2273.624897
150-151,0.813500,2275.290012
150-151,0.814500,2351.584911
150-151,0.815500,2351.690054
150-151,0.816500,2354.500055
150-151,0.817500,2357.280970
150-151,0.818500,2362.540960
150-151,0.819500,2363.600016
150-151,0.820500,2369.027853
150-151,0.821500,2369.127035
150-151,0.822500,2369.438887
150-151,0.823500,2369.620085
150-151,0.824500,2373.148918
150-151,0.825500,2377.717018
150-151,0.826500,2378.959894
150-151,0.827500,2383.141041
150-151,0.828500,2391.546011
150-151,0.829500,2393.290997
150-151,0.830500,2394.452095
150-151,0.831500,2395.758867
150-151,0.832500,2401.673079
150-151,0.833500,2406.455040
150-151,0.834500,2412.986040
150-151,0.835500,2416.392088
150-151,0.836500,2416.885138
150-151,0.837500,2421.726942
150-151,0.838500,2505.777836
150-151,0.839500,2506.459951
150-151,0.840500,2509.468079
150-151,0.841500,2513.612032
150-151,0.842500,2515.326977
150-151,0.843500,2517.060995
150-151,0.844500,2518.923998
150-151,0.845500,2523.051977
150-151,0.846500,2525.136948
150-151,0.847500,2530.220032
150-151,0.848500,2533.740044
150-151,0.849500,2533.836126
150-151,0.850500,2542.961121
150-151,0.851500,2550.294161
150-151,0.852500,2551.549196
150-151,0.853500,2554.141998
150-151,0.854500,2556.988001
150-151,0.855500,2560.948849
150-151,0.856500,2565.932989
150-151,0.857500,2566.498995
150-151,0.858500,2573.276997
150-151,0.859500,2646.807909
150-151,0.860500,2655.307055
150-151,0.861500,2656.682968
150-151,0.862500,2658.406973
150-151,0.863500,2664.952993
150-151,0.864500,2665.242195
150-151,0.865500,2670.899868
150-151,0.866500,2681.241989
150-151,0.867500,2681.488037
150-151,0.868500,2681.952953
150-151,0.869500,2686.614990
150-151,0.870500,2691.518068
150-151,0.871500,2694.947004
150-151,0.872500,2695.880890
150-151,0.873500,2700.427055
150-151,0.874500,2706.570148
150-151,0.875500,2719.805002
150-151,0.876500,2723.109007
150-151,0.877500,2807.233095
150-151,0.878500,2813.150883
150-151,0.879500,2824.148178
150-151,0.880500,2829.267025
150-151,0.881500,2833.809137
150-151,0.882500,2844.122171
150-151,0.883500,2844.665051
150-151,0.884500,2854.015112
150-151,0.885500,2856.240988
150-151,0.886500,2870.857954
150-151,0.887500,2966.268063
150-151,0.888500,2967.906237
150-151,0.889500,2986.510038
150-151,0.890500,2992.304087
150-151,0.891500,3005.847931
150-151,0.892500,3006.162167
150-151,0.893500,3012.014866
150-151,0.894500,3108.819008
150-151,0.895500,3108.845949
150-151,0.896500,3112.427950
150-151,0.897500,3126.664877
150-151,0.898500,3131.116152
150-151,0.899500,3131.658077
150-151,0.900500,3132.340908
150-151,0.901500,3133.799076
150-151,0.902500,3135.860920
150-151,0.903500,3153.787851
150-151,0.904500,3154.064894
150-151,0.905500,3162.786961
150-151,0.906500,3170.374870
150-151,0.907500,3172.380209
150-151,0.908500,3172.466040
150-151,0.909500,3178.634167
150-151,0.910500,3254.770994
150-151,0.911500,3259.015083
150-151,0.912500,3260.271072
150-151,0.913500,3263.209105
150-151,0.914500,3268.173933
150-151,0.915500,3271.035194
150-151,0.916500,3297.302961
150-151,0.917500,3312.356949
150-151,0.918500,3320.832014
150-151,0.919500,3324.952126
150-151,0.920500,3405.968904
150-151,0.921500,3433.201075
150-151,0.922500,3436.578989
150-151,0.923500,3436.618090
150-151,0.924500,3436.837912
150-151,0.925500,3448.142052
150-151,0.926500,3466.383934
150-151,0.927500,3564.454079
150-151,0.928500,3567.137957
150-151,0.929500,3573.679924
150-151,0.930500,3584.110022
150-151,0.931500,3584.698915
150-151,0.932500,3584.975958
150-151,0.933500,3598.321915
150-151,0.934500,3620.158195
150-151,0.935500,3716.155052
150-151,0.936500,3727.185011
150-151,0.937500,3729.265928
150-151,0.938500,3729.406118
150-151,0.939500,3731.730938
150-151,0.940500,3735.272169
150-151,0.941500,3742.696047
150-151,0.942500,3760.623932
150-151,0.943500,3764.137030
150-151,0.944500,3768.423080
150-151,0.945500,3778.141975
150-151,0.946500,3862.027884
150-151,0.947500,3878.793001
150-151,0.948500,3890.981913
150-151,0.949500,3900.733948
150-151,0.950500,4007.291794
150-151,0.951500,4023.188829
150-151,0.952500,4032.124996
150-151,0.953500,4042.165995
150-151,0.954500,4044.550180
150-151,0.955500,4055.569887
150-151,0.956500,4065.150023
150-151,0.957500,4156.447887
150-151,0.958500,4161.659956
150-151,0.959500,4182.923079
150-151,0.960500,4185.580015
150-151,0.961500,4189.008951
150-151,0.962500,4193.935156
150-151,0.963500,4204.095840
150-151,0.964500,4225.432158
150-151,0.965500,4315.143824
150-151,0.966500,4323.748112
150-151,0.967500,4329.694033
150-151,0.968500,4349.483967
150-151,0.969500,4459.017038
150-151,0.970500,4464.292049
150-151,0.971500,4466.598988
150-151,0.972500,4484.084845
150-151,0.973500,4490.133047
150-151,0.974500,4496.996164
150-151,0.975500,4526.169062
150-151,0.976500,4535.115004
150-151,0.977500,4618.932009
150-151,0.978500,4789.315939
150-151,0.979500,4804.803133
150-151,0.980500,4835.366011
150-151,0.981500,4935.673952
150-151,0.982500,5091.964006
150-151,0.983500,5108.746052
150-151,0.984500,5131.655931
150-151,0.985500,5245.125055
150-151,0.986500,5394.737959
150-151,0.987500,5413.468122
150-151,0.988500,5534.650803
150-151,0.989500,5981.708050
150-151,0.990500,6012.760878
150-151,0.991500,6029.009104
150-151,0.992500,6423.666954
150-151,0.993500,6438.764095
150-151,0.994500,6620.722055
150-151,0.995500,6628.502846
150-151,0.996500,6907.278061
150-151,0.997500,7074.357986
150-151,0.998500,7083.148003
150-151,0.999500,8231.642008
150-155,0.000500,85.300207
150-155,0.001500,86.559057
150-155,0.002500,86.845875
150-155,0.003500,88.052988
150-155,0.004500,90.548992
150-155,0.005500,90.579033
150-155,0.006500,91.789007
150-155,0.007500,92.655182
150-155,0.008500,92.666149
150-155,0.009500,92.849016
150-155,0.010500,93.080997
150-155,0.011500,93.511105
150-155,0.012500,93.641996
150-155,0.013500,93.747139
150-155,0.014500,94.586849
150-155,0.015500,94.886065
150-155,0.016500,94.889879
150-155,0.017500,94.919920
150-155,0.018500,94.960928
150-155,0.019500,95.005989
150-155,0.020500,95.203161
150-155,0.021500,95.492125
150-155,0.022500,95.987082
150-155,0.023500,96.058130
150-155,0.024500,96.660137
150-155,0.025500,97.441912
150-155,0.026500,97.616911
150-155,0.027500,97.934961
150-155,0.028500,98.016024
150-155,0.029500,98.634958
150-155,0.030500,98.724842
150-155,0.031500,99.674940
150-155,0.032500,100.192785
150-155,0.033500,100.713968
150-155,0.034500,101.181030
150-155,0.035500,101.391077
150-155,0.036500,102.773190
150-155,0.037500,103.417873
150-155,0.038500,103.847980
150-155,0.039500,104.176998
150-155,0.040500,104.248047
150-155,0.041500,104.405165
150-155,0.042500,104.918957
150-155,0.043500,105.185032
150-155,0.044500,105.288029
150-155,0.045500,105.436087
150-155,0.046500,105.519056
150-155,0.047500,105.701208
150-155,0.048500,105.956078
150-155,0.049500,106.178045
150-155,0.050500,106.411934
150-155,0.051500,106.860876
150-155,0.052500,107.254982
150-155,0.053500,107.448101
150-155,0.054500,107.455969
150-155,0.055500,107.808828
150-155,0.056500,107.826948
150-155,0.057500,108.163834
150-155,0.058500,108.702183
150-155,0.059500,109.225035
150-155,0.060500,109.693050
150-155,0.061500,109.949112
150-155,0.062500,110.888958
150-155,0.063500,111.210823
150-155,0.064500,111.322880
150-155,0.065500,111.545086
150-155,0.066500,111.618042
150-155,0.067500,112.190962
150-155,0.068500,112.246037
150-155,0.069500,113.153934
150-155,0.070500,113.789082
150-155,0.071500,114.260912
150-155,0.072500,114.727974
150-155,0.073500,114.995003
150-155,0.074500,115.006924
150-155,0.075500,115.103960
150-155,0.076500,115.341187
150-155,0.077500,115.555048
150-155,0.078500,115.561008
150-155,0.079500,115.662098
150-155,0.080500,115.865946
150-155,0.081500,116.055012
150-155,0.082500,116.125107
150-155,0.083500,116.208076
150-155,0.084500,116.276026
150-155,0.085500,116.357088
150-155,0.086500,116.622925
150-155,0.087500,116.667986
150-155,0.088500,116.780996
150-155,0.089500,116.986036
150-155,0.090500,117.152929
150-155,0.091500,117.341995
150-155,0.092500,117.762089
150-155,0.093500,117.774010
150-155,0.094500,117.892027
150-155,0.095500,118.102789
150-155,0.096500,118.122101
150-155,0.097500,118.157148
150-155,0.098500,118.330002
150-155,0.099500,119.178057
150-155,0.100500,119.210958
150-155,0.101500,119.218111
150-155,0.102500,119.483948
150-155,0.103500,119.577169
150-155,0.104500,120.112896
150-155,0.105500,121.011019
150-155,0.106500,121.098995
150-155,0.107500,121.191978
150-155,0.108500,121.439934
150-155,0.109500,121.511936
150-155,0.110500,121.767044
150-155,0.111500,122.396946
150-155,0.112500,122.428894
150-155,0.113500,122.478008
150-155,0.114500,122.601986
150-155,0.115500,122.895956
150-155,0.116500,123.224020
150-155,0.117500,123.361111
150-155,0.118500,123.631954
150-155,0.119500,123.929024
150-155,0.120500,124.282837
150-155,0.121500,124.302149
150-155,0.122500,124.316931
150-155,0.123500,124.341011
150-155,0.124500,124.510050
150-155,0.125500,124.701977
150-155,0.126500,125.123978
150-155,0.127500,125.150919
150-155,0.128500,125.167131
150-155,0.129500,125.403166
150-155,0.130500,125.457048
150-155,0.131500,125.710011
150-155,0.132500,126.127005
150-155,0.133500,126.160145
150-155,0.134500,126.204014
150-155,0.135500,126.230955
150-155,0.136500,126.487017
150-155,0.137500,126.568794
150-155,0.138500,126.584053
150-155,0.139500,126.743078
150-155,0.140500,127.094984
150-155,0.141500,127.153873
150-155,0.142500,127.180099
150-155,0.143500,127.605915
150-155,0.144500,127.624035
150-155,0.145500,127.660990
150-155,0.146500,128.618956
150-155,0.147500,128.649950
150-155,0.148500,128.793001
150-155,0.149500,129.420042
150-155,0.150500,129.426003
150-155,0.151500,129.722118
150-155,0.152500,130.350113
150-155,0.153500,130.484104
150-155,0.154500,130.529881
150-155,0.155500,130.957842
150-155,0.156500,131.752968
150-155,0.157500,132.164955
150-155,0.158500,132.256031
150-155,0.159500,132.915020
150-155,0.160500,133.107901
150-155,0.161500,133.138180
150-155,0.162500,133.234024
150-155,0.163500,133.263111
150-155,0.164500,133.454084
150-155,0.165500,133.458853
150-155,0.166500,133.507013
150-155,0.167500,133.617878
150-155,0.168500,134.009123
150-155,0.169500,134.418011
150-155,0.170500,134.430170
150-155,0.171500,134.468079
150-155,0.172500,134.654045
150-155,0.173500,134.928942
150-155,0.174500,134.989023
150-155,0.175500,135.555029
150-155,0.176500,136.754990
150-155,0.177500,136.827946
150-155,0.178500,136.873007
150-155,0.179500,137.153149
150-155,0.180500,137.356043
150-155,0.181500,137.516975
150-155,0.182500,137.667179
150-155,0.183500,138.019800
150-155,0.184500,139.311075
150-155,0.185500,139.866829
150-155,0.186500,139.910936
150-155,0.187500,139.930010
150-155,0.188500,139.990807
150-155,0.189500,140.032053
150-155,0.190500,140.243053
150-155,0.191500,140.686989
150-155,0.192500,141.275883
150-155,0.193500,141.302109
150-155,0.194500,141.381979
150-155,0.195500,141.426086
150-155,0.196500,141.524792
150-155,0.197500,142.016888
150-155,0.198500,142.334938
150-155,0.199500,143.038034
150-155,0.200500,143.095970
150-155,0.201500,143.281937
150-155,0.202500,143.365860
150-155,0.203500,143.649101
150-155,0.204500,143.661022
150-155,0.205500,143.687963
150-155,0.206500,143.846989
150-155,0.207500,144.349098
150-155,0.208500,144.758940
150-155,0.209500,144.770861
150-155,0.210500,144.920111
150-155,0.211500,144.935131
150-155,0.212500,144.972086
150-155,0.213500,145.246983
150-155,0.214500,145.478964
150-155,0.215500,145.728111
150-155,0.216500,145.756006
150-155,0.217500,146.185875
150-155,0.218500,147.475958
150-155,0.219500,147.629976
150-155,0.220500,147.821903
150-155,0.221500,147.940159
150-155,0.222500,148.207188
150-155,0.223500,148.401022
150-155,0.224500,148.694038
150-155,0.225500,148.920059
150-155,0.226500,149.081945
150-155,0.227500,149.457932
150-155,0.228500,149.763107
150-155,0.229500,149.949789
150-155,0.230500,150.071144
150-155,0.231500,150.202036
150-155,0.232500,150.465965
150-155,0.233500,150.823116
150-155,0.234500,150.995016
150-155,0.235500,151.031017
150-155,0.236500,151.190042
150-155,0.237500,151.392937
150-155,0.238500,151.409149
150-155,0.239500,151.456118
150-155,0.240500,151.531935
150-155,0.241500,151.718140
150-155,0.242500,152.663946
150-155,0.243500,152.915001
150-155,0.244500,153.093100
150-155,0.245500,153.613091
150-155,0.246500,153.645039
150-155,0.247500,153.786898
150-155,0.248500,154.132128
150-155,0.249500,154.139042
150-155,0.250500,154.453039
150-155,0.251500,154.520035
150-155,0.252500,154.984951
150-155,0.253500,155.048132
150-155,0.254500,156.116009
150-155,0.255500,156.709194
150-155,0.256500,156.853914
150-155,0.257500,156.936884
150-155,0.258500,157.613039
150-155,0.259500,157.721043
150-155,0.260500,158.134937
150-155,0.261500,158.192158
150-155,0.262500,158.794880
150-155,0.263500,158.852100
150-155,0.264500,159.018040
150-155,0.265500,159.162998
150-155,0.266500,159.211159
150-155,0.267500,159.848213
150-155,0.268500,160.004139
150-155,0.269500,160.512924
150-155,0.270500,160.710096
150-155,0.271500,160.797834
150-155,0.272500,160.943985
150-155,0.273500,160.986900
150-155,0.274500,161.592007
150-155,0.275500,161.628008
150-155,0.276500,161.817074
150-155,0.277500,162.435055
150-155,0.278500,162.468910
150-155,0.279500,162.657022
150-155,0.280500,162.770033
150-155,0.281500,162.826777
150-155,0.282500,162.951946
150-155,0.283500,163.805962
150-155,0.284500,164.784193
150-155,0.285500,165.104866
150-155,0.286500,165.189028
150-155,0.287500,166.069031
150-155,0.288500,166.599035
150-155,0.289500,167.166948
150-155,0.290500,167.500019
150-155,0.291500,167.732000
150-155,0.292500,168.390989
150-155,0.293500,214.592934
150-155,0.294500,238.101006
150-155,0.295500,239.686966
150-155,0.296500,240.547180
150-155,0.297500,241.149187
150-155,0.298500,243.051052
150-155,0.299500,243.311882
150-155,0.300500,243.794918
150-155,0.301500,243.963003
150-155,0.302500,244.018793
150-155,0.303500,244.283915
150-155,0.304500,244.291067
150-155,0.305500,244.442940
150-155,0.306500,244.810104
150-155,0.307500,245.019913
150-155,0.308500,245.364904
150-155,0.309500,245.456934
150-155,0.310500,245.568037
150-155,0.311500,246.225834
150-155,0.312500,246.443987
150-155,0.313500,246.922970
150-155,0.314500,247.855902
150-155,0.315500,247.874975
150-155,0.316500,248.080969
150-155,0.317500,248.282194
150-155,0.318500,248.399019
150-155,0.319500,249.073982
150-155,0.320500,249.528885
150-155,0.321500,249.608040
150-155,0.322500,249.663115
150-155,0.323500,249.752045
150-155,0.324500,250.858068
150-155,0.325500,251.468897
150-155,0.326500,251.555920
150-155,0.327500,251.616955
150-155,0.328500,252.527952
150-155,0.329500,252.667904
150-155,0.330500,252.736092
150-155,0.331500,252.974033
150-155,0.332500,253.005981
150-155,0.333500,253.246069
150-155,0.334500,253.757000
150-155,0.335500,253.801107
150-155,0.336500,254.153967
150-155,0.337500,254.483223
150-155,0.338500,254.506826
150-155,0.339500,255.085945
150-155,0.340500,255.167007
150-155,0.341500,255.241156
150-155,0.342500,255.387783
150-155,0.343500,255.408049
150-155,0.344500,256.172895
150-155,0.345500,256.728888
150-155,0.346500,256.921053
150-155,0.347500,257.039070
150-155,0.348500,257.069111
150-155,0.349500,257.078886
150-155,0.350500,257.375002
150-155,0.351500,257.416010
150-155,0.352500,257.465839
150-155,0.353500,257.487059
150-155,0.354500,257.664204
150-155,0.355500,257.868052
150-155,0.356500,257.933855
150-155,0.357500,258.044004
150-155,0.358500,258.160114
150-155,0.359500,258.248091
150-155,0.360500,258.346081
150-155,0.361500,258.467913
150-155,0.362500,258.637905
150-155,0.363500,259.321928
150-155,0.364500,260.230064
150-155,0.365500,260.243893
150-155,0.366500,260.267973
150-155,0.367500,260.301113
150-155,0.368500,260.788202
150-155,0.369500,261.098146
150-155,0.370500,261.233091
150-155,0.371500,261.601925
150-155,0.372500,261.826992
150-155,0.373500,261.984110
150-155,0.374500,261.990070
150-155,0.375500,261.996984
150-155,0.376500,262.114048
150-155,0.377500,262.229919
150-155,0.378500,262.290955
150-155,0.379500,262.415171
150-155,0.380500,262.521029
150-155,0.381500,262.537956
150-155,0.382500,262.542009
150-155,0.383500,262.573957
150-155,0.384500,262.598991
150-155,0.385500,262.830973
150-155,0.386500,262.843847
150-155,0.387500,262.885094
150-155,0.388500,263.225794
150-155,0.389500,263.226986
150-155,0.390500,263.423920
150-155,0.391500,263.583899
150-155,0.392500,264.120102
150-155,0.393500,265.312195
150-155,0.394500,265.641928
150-155,0.395500,265.902996
150-155,0.396500,266.164064
150-155,0.397500,266.340017
150-155,0.398500,266.575813
150-155,0.399500,266.642809
150-155,0.400500,266.917944
150-155,0.401500,266.927958
150-155,0.402500,267.055035
150-155,0.403500,267.120123
150-155,0.404500,267.478943
150-155,0.405500,268.002033
150-155,0.406500,268.206120
150-155,0.407500,268.435001
150-155,0.408500,268.550873
150-155,0.409500,268.592834
150-155,0.410500,268.599033
150-155,0.411500,269.387007
150-155,0.412500,269.415855
150-155,0.413500,269.513845
150-155,0.414500,269.520044
150-155,0.415500,269.546032
150-155,0.416500,269.630909
150-155,0.417500,269.794941
150-155,0.418500,270.071030
150-155,0.419500,270.117044
150-155,0.420500,270.262957
150-155,0.421500,270.792961
150-155,0.422500,270.879030
150-155,0.423500,271.342993
150-155,0.424500,271.372080
150-155,0.425500,271.591902
150-155,0.426500,272.296190
150-155,0.427500,272.394896
150-155,0.428500,272.665977
150-155,0.429500,272.911072
150-155,0.430500,273.056030
150-155,0.431500,273.124933
150-155,0.432500,273.461103
150-155,0.433500,273.789883
150-155,0.434500,274.009228
150-155,0.435500,274.266005
150-155,0.436500,274.461985
150-155,0.437500,274.604082
150-155,0.438500,274.622917
150-155,0.439500,275.665998
150-155,0.440500,275.972128
150-155,0.441500,276.626110
150-155,0.442500,277.057886
150-155,0.443500,277.072906
150-155,0.444500,277.153969
150-155,0.445500,277.204037
150-155,0.446500,277.306080
150-155,0.447500,277.429819
150-155,0.448500,277.439833
150-155,0.449500,277.463913
150-155,0.450500,277.643919
150-155,0.451500,277.694941
150-155,0.452500,277.744055
150-155,0.453500,277.864933
150-155,0.454500,278.113127
150-155,0.455500,278.130054
150-155,0.456500,278.180838
150-155,0.457500,278.251171
150-155,0.458500,278.268099
150-155,0.459500,278.933048
150-155,0.460500,279.248953
150-155,0.461500,279.258013
150-155,0.462500,279.956818
150-155,0.463500,279.969931
150-155,0.464500,280.427933
150-155,0.465500,280.573130
150-155,0.466500,280.766964
150-155,0.467500,280.783892
150-155,0.468500,280.942202
150-155,0.469500,280.982018
150-155,0.470500,281.127214
150-155,0.471500,281.202078
150-155,0.472500,281.287909
150-155,0.473500,281.446934
150-155,0.474500,281.579971
150-155,0.475500,282.044172
150-155,0.476500,282.238960
150-155,0.477500,282.531023
150-155,0.478500,282.773972
150-155,0.479500,282.946110
150-155,0.480500,283.149958
150-155,0.481500,283.227921
150-155,0.482500,283.313990
150-155,0.483500,284.193039
150-155,0.484500,284.266949
150-155,0.485500,284.608841
150-155,0.486500,284.799814
150-155,0.487500,285.305977
150-155,0.488500,285.412073
150-155,0.489500,285.754919
150-155,0.490500,285.770893
150-155,0.491500,285.803080
150-155,0.492500,285.942078
150-155,0.493500,285.984039
150-155,0.494500,286.431789
150-155,0.495500,286.550045
150-155,0.496500,286.636114
150-155,0.497500,287.115097
150-155,0.498500,287.233114
150-155,0.499500,287.268162
150-155,0.500500,287.272930
150-155,0.501500,287.458181
150-155,0.502500,287.542105
150-155,0.503500,287.870884
150-155,0.504500,288.345098
150-155,0.505500,288.464069
150-155,0.506500,288.465023
150-155,0.507500,288.486958
150-155,0.508500,288.944960
150-155,0.509500,289.144039
150-155,0.510500,289.377928
150-155,0.511500,290.046930
150-155,0.512500,290.251017
150-155,0.513500,290.596008
150-155,0.514500,290.672064
150-155,0.515500,291.141987
150-155,0.516500,291.203022
150-155,0.517500,291.310072
150-155,0.518500,291.411877
150-155,0.519500,291.692019
150-155,0.520500,291.706800
150-155,0.521500,292.110920
150-155,0.522500,292.212009
150-155,0.523500,292.396069
150-155,0.524500,292.626858
150-155,0.525500,293.388844
150-155,0.526500,293.522120
150-155,0.527500,293.631077
150-155,0.528500,293.859959
150-155,0.529500,294.042110
150-155,0.530500,294.595957
150-155,0.531500,294.669867
150-155,0.532500,294.770956
150-155,0.533500,294.952869
150-155,0.534500,295.275927
150-155,0.535500,295.611858
150-155,0.536500,295.658112
150-155,0.537500,295.681000
150-155,0.538500,296.627045
150-155,0.539500,296.759129
150-155,0.540500,296.797991
150-155,0.541500,297.266006
150-155,0.542500,297.393799
150-155,0.543500,297.562838
150-155,0.544500,297.646999
150-155,0.545500,297.850847
150-155,0.546500,298.261166
150-155,0.547500,298.271894
150-155,0.548500,298.639059
150-155,0.549500,298.675060
150-155,0.550500,298.753977
150-155,0.551500,298.918962
150-155,0.552500,299.401999
150-155,0.553500,299.451828
150-155,0.554500,299.510002
150-155,0.555500,299.633026
150-155,0.556500,300.259829
150-155,0.557500,300.408840
150-155,0.558500,300.798178
150-155,0.559500,300.951004
150-155,0.560500,301.257133
150-155,0.561500,301.307917
150-155,0.562500,301.489830
150-155,0.563500,301.728964
150-155,0.564500,301.810026
150-155,0.565500,301.831007
150-155,0.566500,301.838875
150-155,0.567500,302.007198
150-155,0.568500,302.396059
150-155,0.569500,302.565098
150-155,0.570500,302.972794
150-155,0.571500,303.183079
150-155,0.572500,303.205967
150-155,0.573500,303.607941
150-155,0.574500,303.966045
150-155,0.575500,304.142952
150-155,0.576500,304.224968
150-155,0.577500,304.272890
150-155,0.578500,304.327965
150-155,0.579500,304.743052
150-155,0.580500,304.841995
150-155,0.581500,304.860830
150-155,0.582500,305.114985
150-155,0.583500,305.139065
